1983/12/10	22:39.2	-91.63	14.38	86	5.3	0	247	45	31	134	69	130	0.634	-1.159	0.525	0.415	-0.4	0.436	196	14	-1.39	297	37	0.41	89	50	0.98	1.19	25	B121083A	5.99	5.987031308
1983/12/26	37:06.9	128.45	-7.43	167	5.7	0	301	55	150	49	66	39	0.909	-1.877	0.969	0.214	1.064	-0.236	173	7	-1.93	76	45	-0.07	270	44	2	1.97	24	B122683A	5.47	5.466310817
1984/1/20	16:12.8	130.64	-6.06	81	5.3	0	202	42	28	90	72	128	5.133	-4.414	-0.719	7.321	-3.432	-6.007	153	18	-10.13	256	36	-1.84	41	49	11.97	11.05	23	B012084B	5.3	5.298908185
1984/1/24	07:14.9	-26.51	-56.58	158	5.6	0	215	38	149	331	71	56	1.76	0.997	-2.757	-1.864	1.636	-0.306	85	19	-3.31	343	32	-0.31	201	51	3.62	3.47	24	B012484B	5.63	5.63021965
1984/2/2	30:33.9	115.08	-9.96	33	5.1	0	102	53	31	352	66	139	4.823	-1.806	-3.017	1.712	4.157	7.21	50	8	-9.91	147	43	0.92	311	46	9	9.45	23	B020284A	5.25	5.253621206
1984/2/7	33:20.5	160.46	-9.92	14	6.5	7.5	296	37	30	182	72	124	1.219	0.101	-1.32	-0.444	-1.687	1.296	247	20	-2.54	350	32	0.05	130	51	2.49	2.52	27	C020784B	7.54	7.537600361
1984/2/9	31:18.5	-76.23	-14.16	41	5.4	0	288	45	29	176	70	132	4.817	-1.293	-3.524	-3.172	-6.539	6.166	237	15	-9.48	340	39	-1.74	131	48	11.23	10.35	23	B020984B	5.28	5.279960233
1984/3/8	40:47.8	177.4	-38.22	68	5.9	0	310	49	146	64	65	46	0.702	-1.021	0.319	0.345	0.978	0.241	183	9	-1.09	86	39	-0.48	284	50	1.57	1.33	25	B030884A	6.02	6.019234427
1984/3/30	32:21.2	147.01	-5.48	194	5.3	0	264	46	18	161	77	134	2.408	-3.373	0.965	0.723	-4.561	4.751	219	19	-7.49	328	43	0.45	111	41	7.04	7.27	23	B033084B	5.18	5.177689607
1984/5/18	48:47.5	124.11	-0.01	119	5.5	0	117	53	35	4	63	138	5.774	1.357	-7.131	2.369	3.135	6.591	63	6	-10.89	158	41	1.85	326	48	9.04	9.97	23	B051884A	5.27	5.269130106
1984/5/22	57:05.5	22.52	35.92	48	5.3	4	182	55	29	75	66	142	3.01	-0.468	-2.542	2.871	-0.998	-4.676	131	7	-6.42	228	46	0.36	34	43	6.05	6.23	23	B052284B	5.13	5.132992031
1984/6/2	32:18.4	71.24	37.04	107	5.2	0	227	49	35	112	64	133	3.34	-5.481	2.141	1.847	-2.335	-1.385	173	9	-5.96	270	38	0.33	71	51	5.63	5.8	23	B060284B	5.11	5.112285329
1984/6/13	42:41.9	130.95	-3.48	33	5.5	0	101	42	28	349	72	128	0.801	-0.355	-0.447	0.046	1.091	1.118	52	18	-1.77	156	36	0.12	300	49	1.65	1.71	24	B061384B	5.43	5.42533074
1984/6/29	28:52.5	-173.46	-20.8	43	5.4	0	229	41	149	344	70	53	2.784	1.035	-3.819	-2.586	2.912	-1.911	100	17	-5.07	358	34	-0.81	212	51	5.89	5.48	23	B062984B	5.1	5.095853706
1984/7/17	25:49.4	-173.88	-19.37	56	5.2	0	1	53	147	112	64	42	6.376	0.258	-6.635	5.371	1.089	8.177	235	7	-12.31	138	42	1.09	332	47	11.22	11.76	23	B071784A	5.32	5.316938214
1984/9/14	14:32.4	137.47	35.73	18	5.6	5.3	344	62	31	238	63	148	1.502	1.521	-3.023	-2.314	0.828	-2.02	291	1	-3.79	22	50	-0.59	201	40	4.38	4.09	24	B091484A	5.68	5.677815539
1984/10/3	42:38.6	128.17	-7.52	188	5.2	0	97	57	41	342	57	139	5.559	-4.049	-1.51	2.595	3.111	6.618	40	0	-9.52	130	39	0.63	310	51	8.89	9.2	23	B100384A	5.25	5.245858552
1984/11/22	52:58.7	140.82	68.52	33	5.4	5	341	45	158	87	75	47	2.215	-2.695	0.48	3.437	0.862	3.751	208	18	-5.95	101	41	0.47	316	43	5.48	5.71	23	B112284B	5.11	5.107757405
