date time lon lat dep Mb Ms strike1 dip1 rake1 strike2 dip2 rake2  mrr mtt mpp mrt mrp mtp p_trend p_plu p_eigen b_trend b_plu b_eigen t_trend t_plu t_eigen scale exponent event_name 
2016/01/13 05:56:02.2 -174.88 -15.17 263.0 0.0 5.9 150 16 -119 360 76 -82 -0.435 0.004 0.431 -0.031 -0.813 -0.123 281 58 -0.932 178 8 0.004 84 31 0.928 0.930 25 C201601130555A 
2016/01/13 07:52:40.8 125.59 12.23 83.0 0.0 5.0 149 25 67 354 67 100 4.150 0.077 -4.230 -0.106 4.100 1.550 76 21 -6.247 170 10 0.380 283 67 5.865 6.056 23 C201601130752A 
2016/01/13 18:29:03.9 -174.03 -21.50 10.0 0.0 5.1 186 27 83 14 63 94 2.340 -0.317 -2.030 0.496 1.550 -0.305 102 18 -2.610 193 3 -0.277 292 72 2.880 2.745 23 C201601131829A 
2016/01/13 20:34:58.8 91.63 32.65 10.0 0.0 5.2 72 82 -3 162 87 -172 -0.267 -0.815 1.080 -0.086 0.193 1.320 27 8 -1.514 181 82 -0.254 297 4 1.766 1.640 24 C201601132034A 
2016/01/13 21:18:14.5 84.27 42.21 10.0 0.0 5.1 260 31 63 111 62 106 4.260 -4.840 0.572 2.600 -1.620 0.585 190 16 -5.689 284 14 0.306 52 69 5.375 5.532 23 C201601132118A 
2016/01/13 21:37:37.0 73.20 38.73 13.3 0.0 5.0 139 59 -172 45 83 -32 -0.434 -2.010 2.450 -1.030 -0.816 0.166 357 27 -2.528 213 58 -0.171 96 16 2.705 2.617 23 C201601132137A 
2016/01/14 03:25:28.3 -63.33 -19.76 582.6 0.0 6.1 56 38 -27 168 73 -125 -0.890 -0.590 1.480 -0.394 1.290 0.834 40 49 -1.866 179 34 -0.319 284 21 2.185 2.026 25 C201601140325C 
2016/01/14 03:25:33.6 142.78 41.97 46.0 0.0 6.7 211 25 97 23 65 87 0.928 -0.188 -0.740 0.288 0.733 -0.382 116 20 -1.222 25 3 0.003 287 70 1.218 1.220 26 C201601140325B 
2016/01/14 11:04:18.8 -177.16 -15.64 10.0 0.0 5.6 273 84 -3 3 87 -174 0.277 0.375 -0.652 0.340 -0.579 5.250 228 7 -5.489 34 83 0.348 138 2 5.140 5.314 24 C201601141104A 
2016/01/14 12:15:29.5 159.75 -53.26 10.0 0.0 5.5 302 88 -1 32 89 -178 -0.112 1.660 -1.550 -0.010 -0.048 0.801 257 2 -1.740 55 88 -0.111 167 1 1.849 1.794 24 C201601141215A 
2016/01/14 13:14:49.2 126.31 9.69 35.0 0.0 5.6 173 32 81 3 59 95 2.240 0.126 -2.360 0.168 1.200 0.094 89 14 -2.655 180 5 0.113 288 76 2.548 2.602 24 C201601141314A 
2016/01/15 00:56:48.0 155.75 -62.25 10.0 0.0 5.1 243 77 174 334 84 13 -0.813 5.150 -4.330 -1.580 0.941 -3.600 108 5 -5.576 358 76 -1.205 199 13 6.788 6.182 23 C201601150056A 
2016/01/15 13:02:12.2 172.82 -18.06 15.4 0.0 4.5 133 77 -5 225 85 -167 -0.787 2.720 -1.930 0.368 0.275 0.110 90 13 -1.993 243 76 -0.766 358 6 2.762 2.378 23 C201601151302A 
2016/01/15 13:45:43.4 175.24 -64.62 8.9 0.0 4.6 227 60 173 320 84 31 -1.300 5.900 -4.600 -4.540 1.030 -1.280 90 16 -4.895 331 59 -3.398 188 26 8.293 6.594 23 C201601151345A 
2016/01/15 20:32:55.1 -67.92 -28.46 25.7 0.0 4.9 98 35 38 335 69 119 2.020 -1.620 -0.401 -0.061 2.380 1.300 44 19 -2.915 144 27 -0.646 283 56 3.559 3.237 23 C201601152032A 
2016/01/16 01:39:44.4 167.29 -14.10 148.1 0.0 4.6 180 47 139 301 61 51 2.240 0.038 -2.280 -1.660 -0.100 1.980 58 8 -3.518 322 34 0.173 159 55 3.344 3.431 23 C201601160139A 
2016/01/16 04:35:56.9 123.59 -10.01 14.1 0.0 5.0 230 74 -10 323 81 -163 -1.390 -3.730 5.120 0.823 -0.671 0.973 187 18 -4.129 351 71 -1.147 96 5 5.277 4.703 23 C201601160435A 
2016/01/16 05:51:45.6 -28.15 61.08 10.0 0.0 4.7 53 50 -49 179 54 -128 -1.330 -0.118 1.440 -0.546 0.400 0.982 29 60 -1.725 204 30 -0.202 295 2 1.919 1.822 23 C201601160551A 
2016/01/16 09:42:33.4 -75.31 -37.95 10.0 0.0 4.5 176 45 -95 3 46 -85 -2.070 0.095 1.970 -0.146 -0.037 -0.016 352 86 -2.080 180 4 0.104 90 1 1.970 2.025 23 C201601160942A 
2016/01/16 16:58:00.8 -84.22 8.91 26.3 0.0 5.2 290 29 70 133 63 101 2.140 -1.510 -0.628 0.894 -1.230 0.797 215 18 -2.422 308 10 -0.262 66 70 2.686 2.554 23 C201601161658A 
2016/01/16 18:54:33.7 99.29 -0.48 61.7 0.0 5.2 62 44 -147 307 68 -51 -1.450 2.480 -1.030 0.845 -1.260 -0.318 262 51 -2.558 110 36 -0.189 10 14 2.746 2.652 23 C201601161854A 
